"Date","peak2z_length","gauge_ID"
NA,NA,"X912101A"
NA,NA,"X912105A"
1971-10-18,2,"X915011A"
1971-10-20,1,"X915011A"
1971-12-30,5,"X915011A"
1972-01-25,13,"X915011A"
1972-04-16,33,"X915011A"
1973-01-11,1,"X915011A"
1973-01-17,1,"X915011A"
1973-02-03,1,"X915011A"
1973-02-10,2,"X915011A"
1973-03-11,6,"X915011A"
1974-04-13,17,"X915011A"
1974-04-23,2,"X915011A"
1974-04-29,1,"X915011A"
1974-05-14,2,"X915011A"
1974-05-26,1,"X915011A"
1974-08-27,1,"X915011A"
1974-11-20,3,"X915011A"
1974-11-27,1,"X915011A"
1975-03-05,6,"X915011A"
1975-03-12,4,"X915011A"
1975-03-26,5,"X915011A"
1975-05-09,11,"X915011A"
1975-10-28,4,"X915011A"
1975-11-13,5,"X915011A"
1975-12-25,4,"X915011A"
1976-01-09,11,"X915011A"
1976-01-24,10,"X915011A"
1976-05-02,2,"X915011A"
1976-12-14,1,"X915011A"
1976-12-28,7,"X915011A"
1977-01-11,4,"X915011A"
1977-01-19,2,"X915011A"
1977-01-29,6,"X915011A"
1977-04-04,12,"X915011A"
1977-04-17,1,"X915011A"
1977-04-23,3,"X915011A"
1977-05-21,5,"X915011A"
1978-01-19,1,"X915011A"
1978-02-05,4,"X915011A"
1978-04-04,2,"X915011A"
1978-09-07,2,"X915011A"
1978-12-10,1,"X915011A"
1978-12-25,4,"X915011A"
1979-01-28,12,"X915011A"
1979-02-10,8,"X915011A"
1979-02-20,8,"X915011A"
1979-04-15,16,"X915011A"
1979-04-21,4,"X915011A"
1980-01-11,3,"X915011A"
1980-01-28,2,"X915011A"
1980-02-14,4,"X915011A"
1980-03-14,9,"X915011A"
1981-01-08,1,"X915011A"
1981-04-07,7,"X915011A"
1981-04-19,10,"X915011A"
1981-06-20,12,"X915011A"
1981-07-25,2,"X915011A"
1981-08-28,2,"X915011A"
1981-11-29,2,"X915011A"
1981-12-09,3,"X915011A"
1982-01-14,7,"X915011A"
1982-02-15,11,"X915011A"
1982-02-21,3,"X915011A"
1982-02-28,2,"X915011A"
1982-03-09,6,"X915011A"
1982-03-14,3,"X915011A"
1982-05-03,1,"X915011A"
1983-01-06,3,"X915011A"
1983-01-18,2,"X915011A"
1983-07-02,13,"X915011A"
1983-11-19,4,"X915011A"
1983-12-06,3,"X915011A"
1984-01-04,1,"X915011A"
1984-01-06,1,"X915011A"
1984-04-01,3,"X915011A"
1984-07-29,2,"X915011A"
1984-12-13,1,"X915011A"
1984-12-23,2,"X915011A"
1985-01-27,2,"X915011A"
1985-07-10,2,"X915011A"
1985-11-29,2,"X915011A"
1985-12-13,2,"X915011A"
1986-01-09,2,"X915011A"
1986-02-18,3,"X915011A"
1986-02-28,6,"X915011A"
1986-10-31,1,"X915011A"
1987-01-06,3,"X915011A"
1987-01-12,2,"X915011A"
1987-01-19,1,"X915011A"
1987-02-04,5,"X915011A"
1987-02-27,3,"X915011A"
1987-03-05,2,"X915011A"
1987-03-11,2,"X915011A"
1987-03-28,1,"X915011A"
1988-02-19,2,"X915011A"
1988-12-14,2,"X915011A"
1988-12-16,1,"X915011A"
1989-01-07,3,"X915011A"
1989-02-07,2,"X915011A"
1989-02-16,2,"X915011A"
1989-03-19,3,"X915011A"
1989-03-31,2,"X915011A"
1989-04-10,3,"X915011A"
1989-04-26,2,"X915011A"
1989-05-31,4,"X915011A"
1989-12-09,1,"X915011A"
1989-12-11,1,"X915011A"
1989-12-22,6,"X915011A"
1990-02-04,2,"X915011A"
1990-04-11,7,"X915011A"
1990-05-12,21,"X915011A"
1990-05-29,6,"X915011A"
1990-07-02,26,"X915011A"
1991-04-04,6,"X915011A"
1992-02-13,3,"X915011A"
1992-02-17,1,"X915011A"
1992-03-06,7,"X915011A"
1992-03-24,1,"X915011A"
1992-05-14,1,"X915011A"
1992-05-19,1,"X915011A"
1993-01-12,4,"X915011A"
1993-01-21,8,"X915011A"
1994-04-01,20,"X915011A"
1994-04-11,1,"X915011A"
1994-12-12,4,"X915011A"
1995-01-04,1,"X915011A"
1995-01-23,2,"X915011A"
1995-02-06,1,"X915011A"
1995-02-17,5,"X915011A"
1995-02-27,4,"X915011A"
1995-03-17,5,"X915011A"
1995-04-28,20,"X915011A"
1995-12-14,1,"X915011A"
1996-01-07,3,"X915011A"
1996-01-16,8,"X915011A"
1996-03-31,17,"X915011A"
1997-02-11,8,"X915011A"
1997-02-21,7,"X915011A"
1997-03-16,9,"X915011A"
1997-05-24,7,"X915011A"
1997-11-06,1,"X915011A"
1997-11-12,2,"X915011A"
1997-11-17,2,"X915011A"
1997-12-27,4,"X915011A"
1998-01-06,7,"X915011A"
1998-02-06,9,"X915011A"
1998-02-21,4,"X915011A"
1998-03-17,11,"X915011A"
1998-03-21,1,"X915011A"
1998-05-02,2,"X915011A"
1998-09-03,3,"X915011A"
1998-09-13,2,"X915011A"
1998-12-18,17,"X915011A"
1999-01-23,8,"X915011A"
1999-02-10,3,"X915011A"
1999-02-18,2,"X915011A"
1999-03-17,8,"X915011A"
1999-04-04,4,"X915011A"
1999-11-11,3,"X915011A"
1999-12-02,2,"X915011A"
1999-12-22,3,"X915011A"
2000-01-17,5,"X915011A"
2000-01-26,3,"X915011A"
2000-02-05,8,"X915011A"
2000-02-12,3,"X915011A"
2000-04-01,4,"X915011A"
2000-04-07,1,"X915011A"
